screen_name,r,w
387,"[ 0.          0.25729571  0.81808902  0.61219862 -0.34530688 -0.08801117
  0.47278213  0.26689174  0.15602393  0.41331964  0.97411295  0.76822256
  1.49475189  1.7520476   2.3128409   2.10695051]",[ 1.49475189  0.15602393 -0.34530688  0.61219862  0.81808902  0.25729571]
908,"[0.         0.60231442 1.11953497 1.13883727 1.7097028  2.31201722
 2.82923777 2.84854007 1.31667846 1.91899288 2.43621343 2.45551573
 3.56576238 4.1680768  4.68529735 4.70459965]",[3.56576238 1.31667846 1.7097028  1.13883727 1.11953497 0.60231442]
313,"[ 0.          0.11947183  0.41543922  2.26485886 -0.2696627  -0.15019087
  0.14577652  1.99519616  1.13596998  1.25544182  1.55140921  3.40082885
  1.34453944  1.46401128  1.75997867  3.60939831]",[ 1.34453944  1.13596998 -0.2696627   2.26485886  0.41543922  0.11947183]
299,"[0.         0.22735723 0.44641487 0.82701746 0.02490187 0.2522591
 0.47131675 0.85191933 0.03748663 0.26484385 0.4839015  0.86450409
 4.49884671 4.72620393 4.94526158 5.32586417]",[4.49884671 0.03748663 0.02490187 0.82701746 0.44641487 0.22735723]
190,"[0.         0.57062112 1.70137305 0.04432656 0.64311799 1.21373912
 2.34449104 0.68744455 0.65031508 1.2209362  2.35168813 0.69464163
 6.18204035 6.75266147 7.8834134  6.22636691]",[6.18204035 0.65031508 0.64311799 0.04432656 1.70137305 0.57062112]
318,"[0.         0.76442165 0.43996476 3.30066973 0.04360071 0.80802236
 0.48356546 3.34427044 0.09791534 0.86233699 0.53788009 3.39858507
 0.48580447 1.25022612 0.92576923 3.78647421]",[0.48580447 0.09791534 0.04360071 3.30066973 0.43996476 0.76442165]
879,"[0.         0.38952246 0.80427072 1.30488065 0.85872184 1.2482443
 1.66299256 2.16360249 0.76206809 1.15159055 1.56633881 2.06694874
 1.19998401 1.58950647 2.00425473 2.50486466]",[1.19998401 0.76206809 0.85872184 1.30488065 0.80427072 0.38952246]
488,"[0.         0.71524514 0.76381358 0.53582796 1.45214764 2.16739278
 2.21596121 1.9879756  0.57297868 1.28822382 1.33679225 1.10880664
 1.09024174 1.80548688 1.85405531 1.6260697 ]",[1.09024174 0.57297868 1.45214764 0.53582796 0.76381358 0.71524514]
837,"[ 0.          0.46227357  0.52446349  0.31358549  0.37728201  0.83955559
  0.9017455   0.69086751 -0.11980242  0.34247116  0.40466107  0.19378308
  1.75440319  2.21667676  2.27886668  2.06798868]",[ 1.75440319 -0.11980242  0.37728201  0.31358549  0.52446349  0.46227357]
248,"[ 0.          0.61945875  0.46050801 -3.11842118 -4.36694092 -3.74748217
 -3.90643291 -7.4853621  -6.34605618 -5.72659742 -5.88554817 -9.46447736
 11.40922602 12.02868477 11.86973403  8.29080484]",[11.40922602 -6.34605618 -4.36694092 -3.11842118  0.46050801  0.61945875]
605,"[ 0.         -0.28956188  0.36327999  2.10688756  0.88248923  0.59292735
  1.24576922  2.98937679  0.81227695  0.52271507  1.17555694  2.91916451
 -0.09131741 -0.38087929  0.27196258  2.01557015]",[-0.09131741  0.81227695  0.88248923  2.10688756  0.36327999 -0.28956188]
288,"[0.         0.57241241 0.99167774 0.43205114 0.49554213 1.06795453
 1.48721987 0.92759327 0.28800235 0.86041476 1.27968009 0.72005349
 4.55448157 5.12689398 5.54615931 4.98653271]",[4.55448157 0.28800235 0.49554213 0.43205114 0.99167774 0.57241241]
29,"[ 0.          0.06859214  0.92262254  1.47995504 -0.66476251 -0.59617037
  0.25786003  0.81519253  0.64503862  0.71363076  1.56766116  2.12499366
  0.23039748  0.29898962  1.15302002  1.71035252]",[ 0.23039748  0.64503862 -0.66476251  1.47995504  0.92262254  0.06859214]
140,"[ 0.          0.07255665  0.93705771  2.52153843  1.12441618  1.19697282
  2.06147389  3.6459546  -2.04360497 -1.97104833 -1.10654726  0.47793345
  0.97187461  1.04443126  1.90893232  3.49341304]",[ 0.97187461 -2.04360497  1.12441618  2.52153843  0.93705771  0.07255665]
1030,"[0.         0.83799127 0.38142232 3.39866715 0.02299757 0.86098885
 0.40441989 3.42166472 0.25506013 1.09305141 0.63648245 3.65372728
 0.52186847 1.35985974 0.90329079 3.92053562]",[0.52186847 0.25506013 0.02299757 3.39866715 0.38142232 0.83799127]
256,"[ 0.          0.39441934  0.62094039  0.62923819  1.29560018  1.69001952
  1.91654057  1.92483837 -0.73826618 -0.34384683 -0.11732579 -0.10902799
  2.38782589  2.78224524  3.00876628  3.01706408]",[ 2.38782589 -0.73826618  1.29560018  0.62923819  0.62094039  0.39441934]
620,"[  0.           0.70510047   0.78451847  29.18328397  43.25164459
  43.95674506  44.03616306  72.43492856  32.4466577   33.15175817
  33.23117617  61.62994167 -30.48827637 -29.7831759  -29.7037579
  -1.3049924 ]","[-30.48827637  32.4466577   43.25164459  29.18328397   0.78451847
   0.70510047]"
177,"[0.         0.38464021 1.20185194 0.98899487 0.29213386 0.67677408
 1.4939858  1.28112873 0.51589422 0.90053443 1.71774615 1.50488909
 1.04529319 1.42993341 2.24714513 2.03428806]",[1.04529319 0.51589422 0.29213386 0.98899487 1.20185194 0.38464021]
183,"[ 0.          0.54711289  0.75265553 -6.39095037  8.40006439  8.94717728
  9.15271992  2.00911402  0.70306356  1.25017646  1.45571909 -5.6878868
 13.93126248 14.47837537 14.68391801  7.54031211]",[13.93126248  0.70306356  8.40006439 -6.39095037  0.75265553  0.54711289]
893,"[0.         0.82244357 0.21064875 2.5970147  0.3844007  1.20684427
 0.59504945 2.9814154  0.64525081 1.46769438 0.85589957 3.24226552
 0.89682319 1.71926675 1.10747194 3.49383789]",[0.89682319 0.64525081 0.3844007  2.5970147  0.21064875 0.82244357]
651,"[ 0.         -0.65966648  0.37930813  5.20366069  0.15031271 -0.50935376
  0.52962084  5.3539734   0.04610361 -0.61356286  0.42541174  5.2497643
  0.45965931 -0.20000717  0.83896744  5.66332   ]",[ 0.45965931  0.04610361  0.15031271  5.20366069  0.37930813 -0.65966648]
575,"[0.         0.86395238 0.32556151 1.64248036 0.58598309 1.44993547
 0.9115446  2.22846345 0.63394936 1.49790175 0.95951088 2.27642972
 0.91765814 1.78161052 1.24321965 2.5601385 ]",[0.91765814 0.63394936 0.58598309 1.64248036 0.32556151 0.86395238]
490,"[ 0.          0.28544591 -2.60821989  3.4599072   0.8146863   1.10013221
 -1.79353358  4.2745935   0.26155081  0.54699671 -2.34666908  3.72145801
 42.00769083 42.29313674 39.39947095 45.46759803]",[42.00769083  0.26155081  0.8146863   3.4599072  -2.60821989  0.28544591]
221,"[0.         0.78003497 0.6126699  0.58259872 0.12026071 0.90029567
 0.73293061 0.70285943 0.59807122 1.37810619 1.21074112 1.18066995
 3.89766861 4.67770358 4.51033851 4.48026734]",[3.89766861 0.59807122 0.12026071 0.58259872 0.6126699  0.78003497]
1001,"[ 0.00000000e+00  9.68075424e-02  9.80646028e+00 -8.49722139e+00
  5.70148694e-01  6.66956236e-01  1.03766090e+01 -7.92707270e+00
 -6.23672272e+00 -6.13991518e+00  3.56973756e+00 -1.47339441e+01
  8.79479644e+01  8.80447720e+01  9.77544247e+01  7.94507431e+01]",[87.94796444 -6.23672272  0.57014869 -8.49722139  9.80646028  0.09680754]
601,"[ 0.          0.19402947  1.39760279  1.16484819 -1.53713361 -1.34310413
 -0.13953082 -0.37228541  1.1370857   1.33111517  2.53468849  2.30193389
  0.75255979  0.94658927  2.15016258  1.91740798]",[ 0.75255979  1.1370857  -1.53713361  1.16484819  1.39760279  0.19402947]
42,"[ 0.          0.46595271  2.23036869 -1.12254128  0.76377211  1.22972481
  2.9941408  -0.35876917  0.50688925  0.97284196  2.73725794 -0.61565203
 -0.24573802  0.22021468  1.98463067 -1.36827931]",[-0.24573802  0.50688925  0.76377211 -1.12254128  2.23036869  0.46595271]
31,"[0.         0.7686896  0.41569444 0.68348045 1.07970784 1.84839744
 1.49540228 1.76318829 0.9499985  1.7186881  1.36569294 1.63347895
 1.19739017 1.96607977 1.61308461 1.88087062]",[1.19739017 0.9499985  1.07970784 0.68348045 0.41569444 0.7686896 ]
733,"[0.         0.31231696 0.52907529 1.49174136 0.87715431 1.18947127
 1.4062296  2.36889567 0.60410834 0.9164253  1.13318364 2.0958497
 0.59258349 0.90490045 1.12165878 2.08432485]",[0.59258349 0.60410834 0.87715431 1.49174136 0.52907529 0.31231696]
405,"[0.         0.74892891 0.29075392 1.92003826 0.93915727 1.68808618
 1.22991118 2.85919553 0.0964509  0.84537981 0.38720481 2.01648916
 0.95633284 1.70526175 1.24708676 2.8763711 ]",[0.95633284 0.0964509  0.93915727 1.92003826 0.29075392 0.74892891]
101,"[0.         0.07489795 0.23017797 1.74318061 0.67583714 0.75073509
 0.9060151  2.41901774 0.40149039 0.47638834 0.63166836 2.144671
 0.22422011 0.29911806 0.45439808 1.96740071]",[0.22422011 0.40149039 0.67583714 1.74318061 0.23017797 0.07489795]
63,"[0.         0.97098234 0.15747894 1.08938715 2.36849773 3.33948007
 2.52597667 3.45788488 0.19834034 1.16932268 0.35581928 1.28772749
 5.46413464 6.43511698 5.62161358 6.55352179]",[5.46413464 0.19834034 2.36849773 1.08938715 0.15747894 0.97098234]
923,"[0.         0.13020285 0.88243983 0.16297952 0.39231005 0.5225129
 1.27474988 0.55528957 0.70982857 0.84003141 1.59226839 0.87280809
 6.66823708 6.79843993 7.55067691 6.8312166 ]",[6.66823708 0.70982857 0.39231005 0.16297952 0.88243983 0.13020285]
550,"[ 0.          0.89181179  2.6579211  -1.51258183  0.61470852  1.50652031
  3.27262963 -0.89787331  0.03710259  0.92891438  2.69502369 -1.47547925
 17.02011957 17.91193136 19.67804067 15.50753773]",[17.02011957  0.03710259  0.61470852 -1.51258183  2.6579211   0.89181179]
64,"[0.         0.17236103 0.07586144 1.4320946  1.32488424 1.49724528
 1.40074568 2.75697884 0.60857397 0.780935   0.68443541 2.04066857
 3.11895334 3.29131437 3.19481478 4.55104794]",[3.11895334 0.60857397 1.32488424 1.4320946  0.07586144 0.17236103]
436,"[ 0.          0.90795015  1.93302724  0.51248837  2.2521317   3.16008184
  4.18515894  2.76462006  0.09452667  1.00247682  2.02755391  0.60701504
 -1.32078241 -0.41283227  0.61224483 -0.80829404]",[-1.32078241  0.09452667  2.2521317   0.51248837  1.93302724  0.90795015]
428,"[ 0.          0.24895531  0.90393738  0.41436217  1.90506671  2.15402201
  2.80900408  2.31942887 -0.37208453 -0.12312922  0.53185285  0.04227764
  0.5937738   0.84272911  1.49771118  1.00813597]",[ 0.5937738  -0.37208453  1.90506671  0.41436217  0.90393738  0.24895531]
112,"[ 0.          0.17801672  1.90072679 -0.09868834  0.25645659  0.43447331
  2.15718338  0.15776825  0.57843428  0.75645099  2.47916107  0.47974593
 -0.34543143 -0.16741471  1.55529536 -0.44411977]",[-0.34543143  0.57843428  0.25645659 -0.09868834  1.90072679  0.17801672]
480,"[0.         0.84167707 0.55597723 0.13027574 9.12366069 9.96533777
 9.67963793 9.25393644 3.75928787 4.60096495 4.31526511 3.88956362
 0.34104622 1.1827233  0.89702346 0.47132197]",[0.34104622 3.75928787 9.12366069 0.13027574 0.55597723 0.84167707]
231,"[ 0.          0.62401759  0.56116953 14.89889765 17.49948551 18.1235031
 18.06065504 32.39838316  3.76421613  4.38823371  4.32538566 18.66311378
  2.21010551  2.83412309  2.77127504 17.10900316]",[ 2.21010551  3.76421613 17.49948551 14.89889765  0.56116953  0.62401759]
625,"[0.         1.21512788 0.19625455 0.10771818 0.74800756 1.96313544
 0.9442621  0.85572573 1.21321758 2.42834546 1.40947213 1.32093576
 1.59979644 2.81492432 1.79605098 1.70751461]",[1.59979644 1.21321758 0.74800756 0.10771818 0.19625455 1.21512788]
557,"[ 0.          0.92949033  0.99931043  2.93497278 -1.87877198 -0.94928165
 -0.87946155  1.0562008   3.96390065  4.89339098  4.96321108  6.89887343
  1.83213992  2.76163025  2.83145035  4.7671127 ]",[ 1.83213992  3.96390065 -1.87877198  2.93497278  0.99931043  0.92949033]
376,"[0.         0.18030915 0.92465246 4.03360693 2.40996126 2.5902704
 3.33461371 6.44356819 4.21911451 4.39942366 5.14376697 8.25272145
 0.38121711 0.56152626 1.30586957 4.41482405]",[0.38121711 4.21911451 2.40996126 4.03360693 0.92465246 0.18030915]
592,"[ 0.          0.96623888  0.81654919  3.02399417  0.69846218  1.66470107
  1.51501137  3.72245635  0.93107019  1.89730908  1.74761939  3.95506437
 -0.42322192  0.54301697  0.39332727  2.60077225]",[-0.42322192  0.93107019  0.69846218  3.02399417  0.81654919  0.96623888]
526,"[  0.          93.54499503   0.82784404  14.57530063 -93.10149605
   0.44349898 -92.273652   -78.52619542  10.88457042 104.42956545
  11.71241446  25.45987105  68.67659343 162.22158846  69.50443748
  83.25189406]","[ 68.67659343  10.88457042 -93.10149605  14.57530063   0.82784404
  93.54499503]"
715,"[ 0.          3.33033934  0.68580701  0.35457224 -7.57634171 -4.24600237
 -6.8905347  -7.22176946 -2.39007645  0.94026288 -1.70426945 -2.03550421
  0.88440905  4.21474838  1.57021605  1.23898129]",[ 0.88440905 -2.39007645 -7.57634171  0.35457224  0.68580701  3.33033934]
150,"[0.         0.28308638 0.15269399 1.52379063 1.83838953 2.12147591
 1.99108352 3.36218016 0.42350806 0.70659444 0.57620205 1.94729869
 0.95378786 1.23687424 1.10648185 2.4775785 ]",[0.95378786 0.42350806 1.83838953 1.52379063 0.15269399 0.28308638]
291,"[0.         0.79468341 0.08486262 1.24944878 0.22666918 1.02135259
 0.3115318  1.47611796 0.11347803 0.90816144 0.19834064 1.36292681
 1.21085724 2.00554065 1.29571985 2.46030602]",[1.21085724 0.11347803 0.22666918 1.24944878 0.08486262 0.79468341]
227,"[  0.           8.00661853   0.63005273   0.98720914   0.73158092
   8.73819945   1.36163366   1.71879006   1.41742528   9.42404381
   2.04747801   2.40463442 -29.5823297  -21.57571117 -28.95227697
 -28.59512056]","[-29.5823297    1.41742528   0.73158092   0.98720914   0.63005273
   8.00661853]"
685,"[0.         0.61821013 0.77672101 0.70315831 0.87957401 1.49778414
 1.65629502 1.58273232 0.69996222 1.31817235 1.47668322 1.40312053
 8.61345306 9.23166319 9.39017407 9.31661138]",[8.61345306 0.69996222 0.87957401 0.70315831 0.77672101 0.61821013]
275,"[ 0.          1.73048542  0.91986818 -0.42710333  0.80201416  2.53249958
  1.72188235  0.37491083  0.69753179  2.42801721  1.61739997  0.27042846
  1.45120682  3.18169224  2.371075    1.02410348]",[ 1.45120682  0.69753179  0.80201416 -0.42710333  0.91986818  1.73048542]
340,"[0.         0.28610655 0.99606648 0.74091414 0.96926393 1.25537047
 1.96533041 1.71017806 0.54641388 0.83252043 1.54248037 1.28732802
 0.87325292 1.15935946 1.8693194  1.61416705]",[0.87325292 0.54641388 0.96926393 0.74091414 0.99606648 0.28610655]
1069,"[ 0.          0.42490293  0.94764733 28.64298326  0.70817464  1.13307757
  1.65582197 29.3511579   7.8363723   8.26127523  8.78401963 36.47935556
 28.22012609 28.64502902 29.16777342 56.86310934]",[28.22012609  7.8363723   0.70817464 28.64298326  0.94764733  0.42490293]
654,"[ 0.          0.82534422  2.1678435  -0.70210448  0.57131815  1.39666237
  2.73916165 -0.13078633  0.20319257  1.02853679  2.37103607 -0.49891191
 -1.13045579 -0.30511158  1.03738771 -1.83256028]",[-1.13045579  0.20319257  0.57131815 -0.70210448  2.1678435   0.82534422]
503,"[  0.           4.30834265   0.54623736   0.51042287   1.06877887
   5.37712152   1.61501623   1.57920174  -6.29945565  -1.99111301
  -5.75321829  -5.78903278 -18.63773103 -14.32938838 -18.09149367
 -18.12730816]","[-18.63773103  -6.29945565   1.06877887   0.51042287   0.54623736
   4.30834265]"
528,"[  0.           0.26487439   3.27586435   0.9974821   -5.3831944
  -5.11832002  -2.10733006  -4.38571231   6.82089544   7.08576983
  10.09675979   7.81837754 -15.64241549 -15.3775411  -12.36655114
 -14.64493339]","[-15.64241549   6.82089544  -5.3831944    0.9974821    3.27586435
   0.26487439]"
276,"[ 0.          1.244458    0.30476693  0.62951633 -0.29982337  0.94463463
  0.00494356  0.32969296 -0.2987037   0.9457543   0.00606323  0.33081262
  1.59610497  2.84056297  1.9008719   2.2256213 ]",[ 1.59610497 -0.2987037  -0.29982337  0.62951633  0.30476693  1.244458  ]
444,"[0.         0.79001417 0.68841352 0.73910605 0.87625517 1.66626934
 1.56466869 1.61536122 0.75547733 1.5454915  1.44389085 1.49458338
 1.19951856 1.98953272 1.88793208 1.9386246 ]",[1.19951856 0.75547733 0.87625517 0.73910605 0.68841352 0.79001417]
1049,"[0.         1.03170969 0.36948512 0.49422251 0.49395086 1.52566055
 0.86343599 0.98817337 0.49799067 1.52970036 0.86747579 0.99221318
 0.93111972 1.96282941 1.30060484 1.42534223]",[0.93111972 0.49799067 0.49395086 0.49422251 0.36948512 1.03170969]
678,"[ 0.          0.35814336  0.61068465  2.98161538  0.8297502   1.18789356
  1.44043485  3.81136558 -0.30749521  0.05064815  0.30318944  2.67412017
  0.15958734  0.5177307   0.77027199  3.14120272]",[ 0.15958734 -0.30749521  0.8297502   2.98161538  0.61068465  0.35814336]
919,"[ 0.          0.4256839   0.16999186 -6.17349873 -2.43418389 -2.00849999
 -2.26419203 -8.60768261  2.9185222   3.3442061   3.08851406 -3.25497652
  7.72481162  8.15049552  7.89480348  1.5513129 ]",[ 7.72481162  2.9185222  -2.43418389 -6.17349873  0.16999186  0.4256839 ]
398,"[0.         0.40681367 0.57899823 0.61877344 0.88430539 1.29111906
 1.46330362 1.50307883 0.24303289 0.64984656 0.82203112 0.86180633
 1.06119656 1.46801023 1.64019479 1.67997001]",[1.06119656 0.24303289 0.88430539 0.61877344 0.57899823 0.40681367]
656,"[0.         0.24960642 0.33463496 3.07856741 1.29974835 1.54935477
 1.6343833  4.37831576 1.72472104 1.97432746 2.059356   4.80328845
 0.39780843 0.64741485 0.73244338 3.47637584]",[0.39780843 1.72472104 1.29974835 3.07856741 0.33463496 0.24960642]
512,"[  0.           0.17510067   0.82473559  63.29288471 -20.76640674
 -20.59130607 -19.94167116  42.52647797   4.25644348   4.43154415
   5.08117907  67.54932819 -26.46580057 -26.2906999  -25.64106499
  36.82708414]","[-26.46580057   4.25644348 -20.76640674  63.29288471   0.82473559
   0.17510067]"
949,"[ 0.          0.95514943  0.90705575  5.21700139  0.54064717  1.49579659
  1.44770292  5.75764856  0.2996852   1.25483463  1.20674095  5.51668659
 -0.12943254  0.82571689  0.77762321  5.08756885]",[-0.12943254  0.2996852   0.54064717  5.21700139  0.90705575  0.95514943]
547,"[0.         0.42768076 1.37521253 0.67233788 0.17306922 0.60074998
 1.54828175 0.8454071  0.2304073  0.65808806 1.60561983 0.90274518
 1.15173293 1.57941369 2.52694547 1.82407081]",[1.15173293 0.2304073  0.17306922 0.67233788 1.37521253 0.42768076]
363,"[ 0.          0.20520151  0.84214908  1.0597747   0.03465143  0.23985294
  0.87680051  1.09442613 -1.19385953 -0.98865801 -0.35171045 -0.13408482
  1.6188691   1.82407061  2.46101818  2.6786438 ]",[ 1.6188691  -1.19385953  0.03465143  1.0597747   0.84214908  0.20520151]
53,"[0.         0.32141655 1.46625965 0.01741554 3.70780309 4.02921964
 5.17406274 3.72521863 1.44807435 1.7694909  2.914334   1.46548989
 1.58538409 1.90680064 3.05164374 1.60279963]",[1.58538409 1.44807435 3.70780309 0.01741554 1.46625965 0.32141655]
62,"[ 0.          0.72266851  6.86377822 -5.656365    0.54489391  1.26756242
  7.40867213 -5.11147109  0.57350086  1.29616937  7.43727908 -5.08286415
 12.92532548 13.64799399 19.7891037   7.26896048]",[12.92532548  0.57350086  0.54489391 -5.656365    6.86377822  0.72266851]
599,"[ 0.          0.79015836  0.5597194  -1.11428527  0.06698872  0.85714708
  0.62670812 -1.04729655  0.13012197  0.92028033  0.68984138 -0.98416329
  2.53313448  3.32329284  3.09285388  1.41884921]",[ 2.53313448  0.13012197  0.06698872 -1.11428527  0.5597194   0.79015836]
689,"[  0.           0.48433481  10.88693212  -8.57486683   0.19711096
   0.68144577  11.08404308  -8.37775588 -47.52222283 -47.03788801
 -36.63529071 -56.09708966  17.76360223  18.24793705  28.65053435
   9.1887354 ]","[ 17.76360223 -47.52222283   0.19711096  -8.57486683  10.88693212
   0.48433481]"
