,followers_count_author,following_count_author,tweet_count_author,average_like_count,average_reply_count,avg_retweet_count,nr_tweets,nr_retweets,nr_replies,account_age,nr_mentions,nr_hashtags,nr_urls,nr_longwords,nr_pos,degree_in,degree_out,eigen_left,betweenness
206,1877,1983,30579,9.25,0.75,1.875,16,0,0,5040,0.0,3.625,1.0,6.75,11.25,1,0,-7.493450408331244e-19,0.0
207,157,32,9202,3.0,0.2857142857142857,1.4285714285714286,4,3,0,1873,0.0,5.5,0.75,8.25,18.25,0,0,2.560551517295395e-19,0.0
208,729,287,137984,1.988888888888889,0.6111111111111112,0.32222222222222224,11,13,66,2956,1.4155844155844155,2.012987012987013,0.05194805194805195,7.1688311688311686,18.246753246753247,2,0,0.039878606403080386,0.0
209,6992,1109,18586,5.0,0.2857142857142857,1.7142857142857142,7,0,0,4637,0.0,2.142857142857143,1.0,6.571428571428571,11.857142857142858,1,0,0.03987860640308038,0.0
210,506,749,4039,4.0,0.2777777777777778,104.27777777777777,4,6,8,3435,1.5833333333333333,2.4166666666666665,0.8333333333333334,9.666666666666666,21.0,4,2,0.07836341340948914,7.186482829243314e-05
211,180,533,10721,0.8976377952755905,0.25196850393700787,21.62992125984252,12,77,38,396,2.0,2.26,0.4,7.22,18.42,5,0,0.04055211654939819,0.0
212,603,667,2192,152.83333333333334,10.666666666666666,45.833333333333336,6,0,0,1418,0.0,3.3333333333333335,1.5,10.333333333333334,23.166666666666668,6,0,0.014681410428860986,0.0
213,1683,2071,5585,1.1176470588235294,0.29411764705882354,0.5882352941176471,12,0,5,4741,1.411764705882353,2.9411764705882355,0.17647058823529413,7.0,18.705882352941178,1,0,0.03987860640308035,0.0
214,57,205,3794,0.7241379310344828,0.1724137931034483,342.48275862068965,5,15,9,1515,1.2857142857142858,1.6428571428571428,0.5714285714285714,15.785714285714286,35.92857142857143,1,7,-2.786529532101299e-18,0.0
215,1318,2298,12473,1.8636363636363635,0.22727272727272727,252.22727272727272,1,15,6,1320,1.1428571428571428,1.0,0.14285714285714285,3.142857142857143,6.857142857142857,2,3,0.012902215904579434,3.65724317009838e-06
216,163,745,6048,3.076923076923077,0.15384615384615385,7.461538461538462,0,10,3,3324,1.0,1.3333333333333333,1.0,3.3333333333333335,11.666666666666666,0,1,5.1931331901587584e-20,0.0
217,7171,3684,45443,10.714285714285714,0.42857142857142855,45.285714285714285,1,6,0,3134,0.0,1.0,0.0,18.0,28.0,0,2,-1.684783539865997e-19,0.0
218,207,309,1067,0.6153846153846154,0.0,1.3076923076923077,3,6,4,3846,0.5714285714285714,1.1428571428571428,0.14285714285714285,4.0,8.714285714285714,1,1,-5.267022596898283e-19,0.0
