screen_name,r,w
428,"[ 0.          0.68354623  0.78880691  0.74980592  1.80142736  2.48497359
  2.59023427  2.55123328 -0.1811661   0.50238013  0.60764081  0.56863982
  0.402552    1.08609823  1.1913589   1.15235791]",[ 0.402552   -0.1811661   1.80142736  0.74980592  0.78880691  0.68354623]
62,"[  0.           0.75330879 100.38190682  20.5798083    0.99582826
   1.74913704 101.37773508  21.57563656   3.73142198   4.48473077
 104.11332881  24.31123029  87.77315969  88.52646847 188.15506651
 108.35296799]","[ 87.77315969   3.73142198   0.99582826  20.5798083  100.38190682
   0.75330879]"
471,"[0.00000000e+00 6.85424844e-02 8.94772262e+01 1.29611087e+01
 7.68311592e+00 7.75165840e+00 9.71603421e+01 2.06442246e+01
 4.50474339e+00 4.57328587e+00 9.39819696e+01 1.74658521e+01
 2.81219940e+01 2.81905365e+01 1.17599220e+02 4.10831027e+01]","[2.81219940e+01 4.50474339e+00 7.68311592e+00 1.29611087e+01
 8.94772262e+01 6.85424844e-02]"
466,"[ 0.          0.72319478  2.22937939 -0.7486412   0.92607249  1.64926727
  3.15545189  0.1774313   2.4857766   3.20897138  4.71515599  1.73713541
  0.25091399  0.97410877  2.48029338 -0.4977272 ]",[ 0.25091399  2.4857766   0.92607249 -0.7486412   2.22937939  0.72319478]
889,"[  0.           0.03829865  14.98149433   0.40238038   7.93889964
   7.97719829  22.92039396   8.34128002 -14.6442187  -14.60592005
   0.33727562 -14.24183832   3.21628254   3.25458119  18.19777686
   3.61866292]","[  3.21628254 -14.6442187    7.93889964   0.40238038  14.98149433
   0.03829865]"
138,"[ 0.          0.34200597  1.87063915 -0.89423623  0.78388636  1.12589233
  2.65452551 -0.11034986  0.82923067  1.17123664  2.69986982 -0.06500556
  1.91543605  2.25744201  3.7860752   1.02119982]",[ 1.91543605  0.82923067  0.78388636 -0.89423623  1.87063915  0.34200597]
657,"[ 0.          0.68832247  0.95554786 -3.04000756  0.24492093  0.9332434
  1.20046879 -2.79508663  0.32837972  1.01670219  1.28392758 -2.71162784
  8.00948034  8.69780281  8.9650282   4.96947278]",[ 8.00948034  0.32837972  0.24492093 -3.04000756  0.95554786  0.68832247]
1025,"[ 0.          2.25500576  0.08148344 -0.50224624  2.84857776  5.10358351
  2.93006119  2.34633152  0.70715462  2.96216038  0.78863806  0.20490838
  0.01887836  2.27388412  0.1003618  -0.48336788]",[ 0.01887836  0.70715462  2.84857776 -0.50224624  0.08148344  2.25500576]
798,"[ 0.          1.14131475  0.75090479  1.30569325  0.72094297  1.86225772
  1.47184776  2.02663622  0.35608505  1.4973998   1.10698984  1.6617783
 -0.25995011  0.88136464  0.49095468  1.04574314]",[-0.25995011  0.35608505  0.72094297  1.30569325  0.75090479  1.14131475]
720,"[ 0.          0.42227555  2.09383199  0.8388261  -2.31765054 -1.89537499
 -0.22381855 -1.47882443 -2.2719981  -1.84972255 -0.17816611 -1.43317199
  0.70317161  1.12544716  2.7970036   1.54199772]",[ 0.70317161 -2.2719981  -2.31765054  0.8388261   2.09383199  0.42227555]
1072,"[ 0.          0.12323919  1.68297623  1.7068309   0.18069465  0.30393384
  1.86367087  1.88752555  0.95115748  1.07439667  2.63413371  2.65798838
 -1.62969763 -1.50645845  0.05327859  0.07713327]",[-1.62969763  0.95115748  0.18069465  1.7068309   1.68297623  0.12323919]
991,"[ 0.          0.9063164   1.08038242  1.38281114  1.58222131  2.48853771
  2.66260373  2.96503245 -0.9987019  -0.09238551  0.08168052  0.38410924
 -0.73102054  0.17529586  0.34936189  0.65179061]",[-0.73102054 -0.9987019   1.58222131  1.38281114  1.08038242  0.9063164 ]
438,"[0.         0.54470029 0.04681741 0.92935592 0.242362   0.78706229
 0.28917941 1.17171792 0.89846385 1.44316414 0.94528126 1.82781977
 1.37693549 1.92163578 1.42375289 2.3062914 ]",[1.37693549 0.89846385 0.242362   0.92935592 0.04681741 0.54470029]
576,"[  0.           0.36901333   0.37561413 -32.67043635 -12.21153341
 -11.84252008 -11.83591928 -44.88196976  -2.16235852  -1.79334519
  -1.78674439 -34.83279487  39.2884498   39.65746314  39.66406393
   6.61801346]","[ 39.2884498   -2.16235852 -12.21153341 -32.67043635   0.37561413
   0.36901333]"
1016,"[ 0.          0.36005539  1.24924511  0.11086075 -0.50620479 -0.1461494
  0.74304032 -0.39534404  1.26344246  1.62349785  2.51268757  1.37430321
  0.18477373  0.54482912  1.43401884  0.29563448]",[ 0.18477373  1.26344246 -0.50620479  0.11086075  1.24924511  0.36005539]
834,"[ 0.          0.49475613  0.43979263  0.16280759  0.300561    0.79531714
  0.74035363  0.46336859 15.26412424 15.75888037 15.70391687 15.42693183
  0.63296112  1.12771725  1.07275375  0.79576871]",[ 0.63296112 15.26412424  0.300561    0.16280759  0.43979263  0.49475613]
354,"[0.         0.69782253 0.7065275  0.0616502  0.74287464 1.44069717
 1.44940213 0.80452484 0.80467833 1.50250086 1.51120583 0.86632853
 8.42611929 9.12394182 9.13264679 8.48776949]",[8.42611929 0.80467833 0.74287464 0.0616502  0.7065275  0.69782253]
150,"[0.         0.60323575 0.47933026 2.06547736 3.33555206 3.93878781
 3.81488231 5.40102942 0.71433013 1.31756588 1.19366039 2.77980749
 0.08670717 0.68994292 0.56603743 2.15218453]",[0.08670717 0.71433013 3.33555206 2.06547736 0.47933026 0.60323575]
385,"[0.         0.36952991 0.34359647 0.85760888 0.4850096  0.85453951
 0.82860607 1.34261848 0.57511248 0.94464239 0.91870895 1.43272136
 1.18923526 1.55876517 1.53283173 2.04684414]",[1.18923526 0.57511248 0.4850096  0.85760888 0.34359647 0.36952991]
572,"[ 0.          0.72078988  1.58361505  1.20849976  0.57453974  1.29532962
  2.15815479  1.7830395   0.74485433  1.46564421  2.32846938  1.95335409
 -0.85049662 -0.12970674  0.73311843  0.35800314]",[-0.85049662  0.74485433  0.57453974  1.20849976  1.58361505  0.72078988]
469,"[ 0.          0.22448423  0.50644768 -9.78180046  1.73719229  1.96167652
  2.24363996 -8.04460818  1.71361883  1.93810307  2.22006651 -8.06818163
  8.91289074  9.13737497  9.41933842 -0.86890972]",[ 8.91289074  1.71361883  1.73719229 -9.78180046  0.50644768  0.22448423]
1085,"[ 0.          0.77881535  1.9357149   0.89500077  0.36687313  1.14568848
  2.30258803  1.2618739   0.18448317  0.96329852  2.12019807  1.07948394
 -1.47022196 -0.69140662  0.46549294 -0.57522119]",[-1.47022196  0.18448317  0.36687313  0.89500077  1.9357149   0.77881535]
395,"[0.         0.77498755 0.45719043 0.72139804 0.60052028 1.37550783
 1.0577107  1.32191832 0.22031391 0.99530146 0.67750434 0.94171196
 1.53560368 2.31059124 1.99279411 2.25700173]",[1.53560368 0.22031391 0.60052028 0.72139804 0.45719043 0.77498755]
226,"[  0.          11.62278476   0.21347297  -9.36310468  -3.33135514
   8.29142962  -3.11788217 -12.69445982   8.80091064  20.42369541
   9.01438362  -0.56219404 -50.51535551 -38.89257075 -50.30188254
 -59.8784602 ]","[-50.51535551   8.80091064  -3.33135514  -9.36310468   0.21347297
  11.62278476]"
615,"[  0.           0.30856155  35.62460328 -19.23776154   6.46946032
   6.77802186  42.0940636  -12.76830123  14.01657     14.32513155
  49.64117328  -5.22119154 -34.09699156 -33.78843001   1.52761172
 -53.3347531 ]","[-34.09699156  14.01657      6.46946032 -19.23776154  35.62460328
   0.30856155]"
390,"[0.         0.81685767 0.62652408 0.16008796 0.66331012 1.48016778
 1.2898342  0.82339807 1.39857088 2.21542855 2.02509496 1.55865884
 2.43360796 3.25046563 3.06013204 2.59369592]",[2.43360796 1.39857088 0.66331012 0.16008796 0.62652408 0.81685767]
31,"[0.         0.87103804 0.5571538  1.12706454 1.16195651 2.03299456
 1.71911031 2.28902105 1.45081184 2.32184988 2.00796564 2.57787638
 1.12078443 1.99182247 1.67793823 2.24784897]",[1.12078443 1.45081184 1.16195651 1.12706454 0.5571538  0.87103804]
717,"[ 0.          0.41664387  3.88360957 -2.73762973  3.84652715  4.26317101
  7.73013672  1.10889742  4.38798035  4.80462421  8.27158992  1.65035062
 -1.28728323 -0.87063936  2.59632635 -4.02491296]",[-1.28728323  4.38798035  3.84652715 -2.73762973  3.88360957  0.41664387]
425,"[0.         0.9216049  0.72854194 0.91665154 0.42534222 1.34694712
 1.15388417 1.34199376 1.23193986 2.15354477 1.96048181 2.1485914
 6.1075158  7.02912071 6.83605775 7.02416734]",[6.1075158  1.23193986 0.42534222 0.91665154 0.72854194 0.9216049 ]
361,"[ 0.          0.96723127  7.30762412  7.13372965  0.35664772  1.32387899
  7.66427184  7.49037737  8.86630513  9.8335364  16.17392926 16.00003478
 -7.44175165 -6.47452038 -0.13412753 -0.308022  ]",[-7.44175165  8.86630513  0.35664772  7.13372965  7.30762412  0.96723127]
240,"[ 0.          3.92802665  0.6824981   1.51273734  4.01848281  7.94650946
  4.70098091  5.53122014  1.26693889  5.19496555  1.94943699  2.77967623
 -3.54408252  0.38394413 -2.86158442 -2.03134519]",[-3.54408252  1.26693889  4.01848281  1.51273734  0.6824981   3.92802665]
476,"[ 0.          1.36618237  0.25152722  0.34506949  0.41128552  1.7774679
  0.66281275  0.75635502  0.66101486  2.02719723  0.91254209  1.00608436
 -0.24318002  1.12300235  0.0083472   0.10188948]",[-0.24318002  0.66101486  0.41128552  0.34506949  0.25152722  1.36618237]
771,"[0.         0.67886039 0.34457332 0.53188173 0.46192075 1.14078114
 0.80649408 0.99380249 0.28839271 0.9672531  0.63296603 0.82027444
 1.33806927 2.01692965 1.68264259 1.869951  ]",[1.33806927 0.28839271 0.46192075 0.53188173 0.34457332 0.67886039]
71,"[  0.           0.53218964   7.52132197  -5.65401441   0.47556944
   1.00775908   7.99689142  -5.17844497   0.5660811    1.09827074
   8.08740307  -5.08793331 -11.20390699 -10.67171735  -3.68258501
 -16.8579214 ]","[-11.20390699   0.5660811    0.47556944  -5.65401441   7.52132197
   0.53218964]"
628,"[ 0.          0.74584865  0.85870561  0.31135018 -1.15935334 -0.4135047
 -0.30064774 -0.84800316  3.2522969   3.99814555  4.11100251  3.56364709
  0.44038328  1.18623193  1.29908888  0.75173346]",[ 0.44038328  3.2522969  -1.15935334  0.31135018  0.85870561  0.74584865]
191,"[ 0.00000000e+00  4.12731025e-01  7.92068711e-01  1.06127833e-01
 -6.48577986e+00 -6.07304883e+00 -5.69371115e+00 -6.37965203e+00
 -1.38218300e+01 -1.34090990e+01 -1.30297613e+01 -1.37157022e+01
  1.13688458e+02  1.14101189e+02  1.14480526e+02  1.13794585e+02]","[ 1.13688458e+02 -1.38218300e+01 -6.48577986e+00  1.06127833e-01
  7.92068711e-01  4.12731025e-01]"
871,"[0.         0.67453913 0.37635114 1.08302979 0.48594298 1.16048211
 0.86229411 1.56897277 0.46965192 1.14419105 0.84600305 1.55268171
 3.04752322 3.72206235 3.42387435 4.13055301]",[3.04752322 0.46965192 0.48594298 1.08302979 0.37635114 0.67453913]
700,"[0.         0.50204194 0.5456135  0.91351349 0.9182003  1.42024224
 1.4638138  1.83171379 0.29388484 0.79592678 0.83949834 1.20739833
 1.29211925 1.79416119 1.83773275 2.20563274]",[1.29211925 0.29388484 0.9182003  0.91351349 0.5456135  0.50204194]
937,"[  0.           9.31714243   0.65738375   5.52107615 -13.82935582
  -4.51221339 -13.17197207  -8.30827967  10.59364139  19.91078382
  11.25102514  16.11471754 -30.75913044 -21.44198801 -30.10174669
 -25.23805429]","[-30.75913044  10.59364139 -13.82935582   5.52107615   0.65738375
   9.31714243]"
196,"[0.         0.25073982 0.04483477 1.88788393 1.09508704 1.34582687
 1.13992181 2.98297097 0.7885226  1.03926242 0.83335737 2.67640653
 0.9176625  1.16840232 0.96249726 2.80554643]",[0.9176625  0.7885226  1.09508704 1.88788393 0.04483477 0.25073982]
102,"[0.         0.4026415  0.5883825  2.24856028 0.80826155 1.21090305
 1.39664405 3.05682184 0.0197624  0.4224039  0.60814489 2.26832268
 0.96118713 1.36382863 1.54956962 3.20974741]",[0.96118713 0.0197624  0.80826155 2.24856028 0.5883825  0.4026415 ]
10,"[ 0.          0.99437766  1.16719258  0.89628347  4.01094219  5.00531985
  5.17813477  4.90722566  0.29967163  1.2940493   1.46686421  1.19595511
 -0.93026027  0.0641174   0.23693231 -0.03397679]",[-0.93026027  0.29967163  4.01094219  0.89628347  1.16719258  0.99437766]
905,"[ 0.          0.65427139  0.53243384  1.32903139  2.73644926  3.39072065
  3.26888309  4.06548065 -0.09695903  0.55731236  0.43547481  1.23207236
  0.40397362  1.05824501  0.93640745  1.73300501]",[ 0.40397362 -0.09695903  2.73644926  1.32903139  0.53243384  0.65427139]
902,"[ 0.          0.4449629   0.13277765 -2.10685453 -1.54640135 -1.10143845
 -1.41362369 -3.65325588  1.54850081  1.99346371  1.68127846 -0.55835372
  4.26175634  4.70671923  4.39453399  2.15490181]",[ 4.26175634  1.54850081 -1.54640135 -2.10685453  0.13277765  0.4449629 ]
958,"[0.         0.15103798 0.81330236 0.94711741 0.1904921  0.34153008
 1.00379447 1.13760952 0.44231268 0.59335065 1.25561504 1.38943009
 1.27048858 1.42152655 2.08379094 2.21760599]",[1.27048858 0.44231268 0.1904921  0.94711741 0.81330236 0.15103798]
63,"[ 0.          0.31341924  3.13074293  2.80601502 -8.33559034 -8.0221711
 -5.20484741 -5.52957532 -2.23155467 -1.91813543  0.89918827  0.57446035
  8.94034858  9.25376782 12.07109152 11.7463636 ]",[ 8.94034858 -2.23155467 -8.33559034  2.80601502  3.13074293  0.31341924]
1058,"[ 0.          1.69206193  0.56869166  1.27684108 -5.86109946 -4.16903754
 -5.2924078  -4.58425839  2.01445945  3.70652137  2.58315111  3.29130052
  1.29865921  2.99072114  1.86735088  2.57550029]",[ 1.29865921  2.01445945 -5.86109946  1.27684108  0.56869166  1.69206193]
765,"[ 0.         -0.45785274  0.72059628  4.37428503  0.32496594 -0.13288679
  1.04556223  4.69925097  0.47928795  0.02143522  1.19988424  4.85357298
 -2.44254446 -2.9003972  -1.72194818  1.93174056]",[-2.44254446  0.47928795  0.32496594  4.37428503  0.72059628 -0.45785274]
732,"[ 0.          0.053666    0.39435495 -5.69346077  0.66608946  0.71975546
  1.06044441 -5.02737131  0.74723969  0.80090569  1.14159464 -4.94622108
  6.97422898  7.02789498  7.36858393  1.28076821]",[ 6.97422898  0.74723969  0.66608946 -5.69346077  0.39435495  0.053666  ]
978,"[0.         0.95145935 0.99176481 0.13071141 0.66388765 1.615347
 1.65565246 0.79459906 0.21597205 1.1674314  1.20773685 0.34668346
 1.77336717 2.72482652 2.76513198 1.90407858]",[1.77336717 0.21597205 0.66388765 0.13071141 0.99176481 0.95145935]
739,"[  0.           0.37551893  21.5118762   -3.57814581   0.31275008
   0.68826901  21.82462628  -3.26539573   0.37141736   0.7469363
  21.88329357  -3.20672845 -36.98907023 -36.61355129 -15.47719402
 -40.56721604]","[-36.98907023   0.37141736   0.31275008  -3.57814581  21.5118762
   0.37551893]"
85,"[ 0.          2.35732434  0.70835961 -0.48111023  0.56298263  2.92030697
  1.27134223  0.0818724   1.42030592  3.77763026  2.12866553  0.93919569
  0.5047611   2.86208543  1.2131207   0.02365087]",[ 0.5047611   1.42030592  0.56298263 -0.48111023  0.70835961  2.35732434]
104,"[ 0.          1.27492107  0.90493891  0.34454177  0.90277918  2.17770025
  1.80771809  1.24732095  0.20549724  1.48041831  1.11043616  0.55003901
 -0.17656723  1.09835384  0.72837168  0.16797454]",[-0.17656723  0.20549724  0.90277918  0.34454177  0.90493891  1.27492107]
928,"[  0.           0.89090199   0.24339308   0.97547789 -22.82002628
 -21.92912429 -22.57663319 -21.84454839 -34.88762829 -33.9967263
 -34.6442352  -33.9121504   80.15240537  81.04330736  80.39579846
  81.12788326]","[ 80.15240537 -34.88762829 -22.82002628   0.97547789   0.24339308
   0.89090199]"
561,"[0.         0.36914789 0.78577803 0.94024641 0.00897294 0.37812083
 0.79475097 0.94921935 0.46978916 0.83893705 1.25556719 1.41003557
 0.63334773 1.00249562 1.41912576 1.57359414]",[0.63334773 0.46978916 0.00897294 0.94024641 0.78577803 0.36914789]
882,"[0.         0.794148   0.74896101 0.78850147 0.14876308 0.94291108
 0.8977241  0.93726455 0.55839695 1.35254495 1.30735797 1.34689842
 6.56491828 7.35906628 7.31387929 7.35341975]",[6.56491828 0.55839695 0.14876308 0.78850147 0.74896101 0.794148  ]
967,"[0.         0.71879535 0.30839489 0.15885988 0.60814683 1.32694218
 0.91654172 0.76700671 2.8663421  3.58513745 3.174737   3.02520198
 0.40923398 1.12802933 0.71762887 0.56809386]",[0.40923398 2.8663421  0.60814683 0.15885988 0.30839489 0.71879535]
458,"[ 0.00000000e+00  7.71709233e-03  5.57772894e+00  5.12154949e-01
 -1.61104372e+01 -1.61027201e+01 -1.05327082e+01 -1.55982822e+01
  6.83561725e+00  6.84333435e+00  1.24133462e+01  7.34777220e+00
  6.61257167e-01  6.68974259e-01  6.23898611e+00  1.17341212e+00]","[ 6.61257167e-01  6.83561725e+00 -1.61104372e+01  5.12154949e-01
  5.57772894e+00  7.71709233e-03]"
238,"[ 0.          5.16218224  0.49601906 -3.5703829   2.10650336  7.26868561
  2.60252243 -1.46387953  0.16129963  5.32348187  0.65731869 -3.40908327
  1.39036805  6.55255029  1.88638711 -2.18001485]",[ 1.39036805  0.16129963  2.10650336 -3.5703829   0.49601906  5.16218224]
594,"[0.         0.92075721 0.33206812 2.9369989  0.86648571 1.78724292
 1.19855383 3.8034846  0.48048017 1.40123739 0.8125483  3.41747907
 5.04969396 5.97045117 5.38176208 7.98669286]",[5.04969396 0.48048017 0.86648571 2.9369989  0.33206812 0.92075721]
1060,"[  0.           0.92512176   6.15148392  -4.48235194 -32.51160155
 -31.58647979 -26.36011762 -36.99395348 -28.06284316 -27.1377214
 -21.91135924 -32.5451951   79.77768968  80.70281144  85.9291736
  75.29533774]","[ 79.77768968 -28.06284316 -32.51160155  -4.48235194   6.15148392
   0.92512176]"
584,"[0.         0.18312762 0.54548947 0.73373015 1.00955648 1.1926841
 1.55504594 1.74328663 0.683964   0.86709163 1.22945347 1.41769415
 1.37418353 1.55731115 1.91967299 2.10791368]",[1.37418353 0.683964   1.00955648 0.73373015 0.54548947 0.18312762]
218,"[ 0.          0.12097481  0.31163742 -0.54812347 -1.46056387 -1.33958906
 -1.14892645 -2.00868734  1.16188028  1.28285508  1.4735177   0.61375681
  5.11556702  5.23654183  5.42720444  4.56744355]",[ 5.11556702  1.16188028 -1.46056387 -0.54812347  0.31163742  0.12097481]
45,"[0.         0.03245222 1.12021173 0.21988485 0.34580041 0.37825263
 1.46601214 0.56568527 0.050622   0.08307422 1.17083374 0.27050686
 1.05372771 1.08617993 2.17393944 1.27361256]",[1.05372771 0.050622   0.34580041 0.21988485 1.12021173 0.03245222]
1073,"[0.         0.46323393 0.95441323 0.5690639  2.94200435 3.40523828
 3.89641758 3.51106825 0.55327755 1.01651148 1.50769078 1.12234145
 0.82099682 1.28423075 1.77541005 1.39006072]",[0.82099682 0.55327755 2.94200435 0.5690639  0.95441323 0.46323393]
602,"[ 0.          0.09636934  2.0528286  -0.19069568  3.22223396  3.31860329
  5.27506256  3.03153827  0.53402349  0.63039283  2.5868521   0.34332781
 10.33062497 10.4269943  12.38345357 10.13992928]",[10.33062497  0.53402349  3.22223396 -0.19069568  2.0528286   0.09636934]
868,"[ 0.          0.10061196  0.89118156  1.40338173  0.2004501   0.30106206
  1.09163166  1.60383183 -0.26275009 -0.16213812  0.62843147  1.14063164
  2.27182859  2.37244055  3.16301014  3.67521032]",[ 2.27182859 -0.26275009  0.2004501   1.40338173  0.89118156  0.10061196]
508,"[ 0.          0.18184002  0.02368663  1.16225349  1.80805897  1.98989899
  1.8317456   2.97031246 -0.4091876  -0.22734758 -0.38550097  0.75306589
  1.09976376  1.28160378  1.12345039  2.26201725]",[ 1.09976376 -0.4091876   1.80805897  1.16225349  0.02368663  0.18184002]
374,"[ 0.          0.49074706  1.74771364  1.14639589 -8.19347058 -7.70272352
 -6.44575694 -7.04707469  1.26331085  1.75405792  3.01102449  2.40970675
  1.66610547  2.15685254  3.41381911  2.81250137]",[ 1.66610547  1.26331085 -8.19347058  1.14639589  1.74771364  0.49074706]
747,"[ 0.          0.89618601  0.08331353 -0.40071169  0.93291641  1.82910242
  1.01622993  0.53220472  0.45555609  1.35174211  0.53886962  0.05484441
  3.02653045  3.92271647  3.10984398  2.62581877]",[ 3.02653045  0.45555609  0.93291641 -0.40071169  0.08331353  0.89618601]
216,"[ 0.          0.13553796  0.09161076  0.79417793  3.19821445  3.33375241
  3.2898252   3.99239238 -1.29655892 -1.16102096 -1.20494817 -0.50238099
  1.04415703  1.17969499  1.13576779  1.83833496]",[ 1.04415703 -1.29655892  3.19821445  0.79417793  0.09161076  0.13553796]
219,"[0.         0.32922251 0.92695709 0.56423183 0.53312525 0.86234775
 1.46008234 1.09735708 0.14700771 0.47623021 1.0739648  0.71123954
 1.23278911 1.56201161 2.1597462  1.79702093]",[1.23278911 0.14700771 0.53312525 0.56423183 0.92695709 0.32922251]
559,"[0.         0.21528269 0.72099366 2.95753519 0.7032112  0.91849389
 1.42420486 3.66074639 0.60564681 0.8209295  1.32664047 3.563182
 1.45225681 1.6675395  2.17325047 4.409792  ]",[1.45225681 0.60564681 0.7032112  2.95753519 0.72099366 0.21528269]
392,"[0.         0.2906149  1.25867084 0.68585384 0.69702273 0.98763763
 1.95569356 1.38287656 0.27636724 0.56698214 1.53503808 0.96222108
 0.3226275  0.6132424  1.58129833 1.00848133]",[0.3226275  0.27636724 0.69702273 0.68585384 1.25867084 0.2906149 ]
199,"[  0.           0.5666109   20.40908487  -2.37024602  -3.50085069
  -2.93423979  16.90823419  -5.8710967    2.05544282   2.62205371
  22.46452769  -0.3148032  -27.27752215 -26.71091125  -6.86843728
 -29.64776817]","[-27.27752215   2.05544282  -3.50085069  -2.37024602  20.40908487
   0.5666109 ]"
281,"[ 0.00000000e+00  9.11694976e-01  8.05788626e-01  1.95732459e+00
  3.80053394e+00  4.71222892e+00  4.60632257e+00  5.75785854e+00
  5.11063293e-03  9.16805609e-01  8.10899259e-01  1.96243523e+00
 -5.80625349e-01  3.31069626e-01  2.25163277e-01  1.37669924e+00]",[-0.58062535  0.00511063  3.80053394  1.95732459  0.80578863  0.91169498]
691,"[ 0.          0.37467763  0.94036564  0.98963496  0.70917137  1.08384899
  1.64953701  1.69880633 -0.53679965 -0.16212202  0.40356599  0.45283531
  4.2979922   4.67266983  5.23835784  5.28762717]",[ 4.2979922  -0.53679965  0.70917137  0.98963496  0.94036564  0.37467763]
88,"[ 0.          0.58693927  0.20561149  0.60055023  2.38389852  2.97083779
  2.58951001  2.98444875 -1.29997683 -0.71303756 -1.09436534 -0.6994266
  1.77900981  2.36594908  1.9846213   2.37956004]",[ 1.77900981 -1.29997683  2.38389852  0.60055023  0.20561149  0.58693927]
562,"[ 0.          0.76278463  0.52365934 -0.219545    0.00953204  0.77231667
  0.53319138 -0.21001296  0.30992439  1.07270901  0.83358372  0.09037938
  7.2005595   7.96334413  7.72421884  6.9810145 ]",[ 7.2005595   0.30992439  0.00953204 -0.219545    0.52365934  0.76278463]
824,"[ 0.          0.32876474  0.35039231  1.46843725 -0.59812796 -0.26936321
 -0.24773565  0.87030929 -0.43188518 -0.10312043 -0.08149287  1.03655207
  2.3571043   2.68586904  2.70749661  3.82554155]",[ 2.3571043  -0.43188518 -0.59812796  1.46843725  0.35039231  0.32876474]
101,"[0.         0.94892489 0.70643714 1.25558907 0.38142259 1.33034748
 1.08785973 1.63701166 0.38257654 1.33150143 1.08901368 1.63816561
 0.61513005 1.56405494 1.32156719 1.87071912]",[0.61513005 0.38257654 0.38142259 1.25558907 0.70643714 0.94892489]
1041,"[0.         0.09476726 1.32046625 0.00378983 0.39003761 0.48480487
 1.71050386 0.39382745 0.19840671 0.29317397 1.51887296 0.20219655
 1.88259628 1.97736353 3.20306253 1.88638611]",[1.88259628 0.19840671 0.39003761 0.00378983 1.32046625 0.09476726]
670,"[  0.           0.4229973   14.49100724  15.25693033   0.22196786
   0.64496516  14.7129751   15.47889819   0.33623391   0.75923122
  14.82724115  15.59316424 -59.70663996 -59.28364265 -45.21563272
 -44.44970963]","[-59.70663996   0.33623391   0.22196786  15.25693033  14.49100724
   0.4229973 ]"
629,"[0.         0.87608193 0.4129461  1.84714603 0.50189755 1.37797948
 0.91484365 2.34904358 0.67195195 1.54803388 1.08489805 2.51909798
 0.96533439 1.84141632 1.37828049 2.81248042]",[0.96533439 0.67195195 0.50189755 1.84714603 0.4129461  0.87608193]
783,"[0.         0.531273   0.27369219 2.18103757 0.00484034 0.53611334
 0.27853252 2.1858779  0.80062591 1.33189892 1.0743181  2.98166348
 0.74585821 1.27713122 1.0195504  2.92689578]",[0.74585821 0.80062591 0.00484034 2.18103757 0.27369219 0.531273  ]
887,"[ 0.          3.30428763  0.5239787   0.22233583 -5.00141455 -1.69712692
 -4.47743585 -4.77907872 -1.52546811  1.77881951 -1.00148941 -1.30313228
  2.59766944  5.90195707  3.12164814  2.82000528]",[ 2.59766944 -1.52546811 -5.00141455  0.22233583  0.5239787   3.30428763]
447,"[ 0.          1.26796085  0.50484263  0.10641151  0.88912675  2.15708761
  1.39396939  0.99553827  0.03949696  1.30745781  0.54433959  0.14590847
 -0.21453645  1.0534244   0.29030618 -0.10812494]",[-0.21453645  0.03949696  0.88912675  0.10641151  0.50484263  1.26796085]
921,"[ 0.          0.70776015  0.99157266  0.62281457 -0.19909307  0.50866709
  0.79247959  0.42372151  0.34036452  1.04812467  1.33193718  0.96317909
  0.46348938  1.17124954  1.45506205  1.08630396]",[ 0.46348938  0.34036452 -0.19909307  0.62281457  0.99157266  0.70776015]
429,"[0.         0.91513755 0.91842175 3.04894812 0.99683059 1.91196814
 1.91525234 4.04577871 0.71343024 1.62856779 1.63185199 3.76237836
 2.73654616 3.65168371 3.65496791 5.78549428]",[2.73654616 0.71343024 0.99683059 3.04894812 0.91842175 0.91513755]
222,"[ 0.          3.66525753  0.10569687  0.19594838  0.71006392  4.37532146
  0.81576079  0.90601231  1.76919815  5.43445568  1.87489502  1.96514653
 -6.6078066  -2.94254906 -6.50210973 -6.41185821]",[-6.6078066   1.76919815  0.71006392  0.19594838  0.10569687  3.66525753]
420,"[0.         0.40684451 0.22027869 0.34837498 0.59888632 1.00573083
 0.81916501 0.9472613  0.73942258 1.14626709 0.95970127 1.08779756
 1.32666703 1.73351154 1.54694572 1.67504202]",[1.32666703 0.73942258 0.59888632 0.34837498 0.22027869 0.40684451]
573,"[ 0.          0.52187284  0.50220174  3.23634081  1.46925915  1.99113199
  1.97146088  4.70559996  2.46659413  2.98846697  2.96879587  5.70293494
 -0.93772584 -0.415853   -0.4355241   2.29861498]",[-0.93772584  2.46659413  1.46925915  3.23634081  0.50220174  0.52187284]
189,"[ 0.          1.34765994  0.59703439  0.95954019  0.20092241  1.54858235
  0.7979568   1.16046259 -3.31070764 -1.96304769 -2.71367324 -2.35116745
  2.16708452  3.51474446  2.76411891  3.12662471]",[ 2.16708452 -3.31070764  0.20092241  0.95954019  0.59703439  1.34765994]
182,"[ 0.          0.35647777  0.91796936  1.65963938  2.1574276   2.51390537
  3.07539697  3.81706698  0.90183854  1.2583163   1.8198079   2.56147791
 -0.1685541   0.18792367  0.74941527  1.49108528]",[-0.1685541   0.90183854  2.1574276   1.65963938  0.91796936  0.35647777]
534,"[0.         0.81563453 0.04260763 1.18008389 0.0909508  0.90658533
 0.13355843 1.27103469 0.33505037 1.1506849  0.377658   1.51513426
 1.18049297 1.9961275  1.2231006  2.36057686]",[1.18049297 0.33505037 0.0909508  1.18008389 0.04260763 0.81563453]
